,full_text_id,segment,arg_comp,sem_type,arg_comp_correct,sem_type_correct
2083,15,I think it was a point that actually Justice Ginsburg kind of hinted at,claim,interpretation,,
2084,15,"And that is that, frankly, under the Restatement, specifically, 313, if in fact a reasonable person would foresee that their conduct would result in emotional distress that would result in bodily harm, that that is injury",premise,logos-pathos,,
2085,15,"Our position, the petition of the Respondents in this case, is that injury, as used in the statute, means both mental and physical injury",claim,evaluation-rational,,
2086,15,"And, frankly, as this Court said in Urie, there is nothing in the statute that would indicate an intention to exclude any class of injuries or class of employees, and",NA,NA,,
2087,15,"and any attempt to read in such a limitation would be, quote, sheer inference",NA,NA,,
2088,15,And,NA,NA,,
2089,15,"and, Your Honor, I think one of the other points that I want to make with respect to the",NA,NA,,
2090,15,"the issue of the--
--Let me address that--
--Your Honor, the problem with zone of danger tests",premise,logos-pathos,,
2091,15,and I think it was a question that,NA,NA,,
2092,15,that Justice Kennedy asked,NA,NA,,
2093,15,is that it is so fortuitous,claim,evaluation-emotional,,
2094,15,If in fact Mr,NA,NA,,
2095,15,"Gottshall--
--I don't believe that we can",premise,logos-pathos,,
2096,15,I think the answer is that,claim,interpretation,,
2097,15,that,NA,NA,,
2098,15,"that Your Honors, obviously, I believe, are",NA,NA,,
2099,15,"are here, and I",NA,NA,,
2100,15,I,NA,NA,,
2101,15,"with respect to Justice Rehnquist, Chief Justice Rehnquist's question, I believe, theoretically, that",NA,NA,,
2102,15,"that this remedy is a dynamic remedy, and this Court, consistent with guidance from the common law or medical science, could contract the remedy, as well as",premise,logos-pathos,,
2103,15,as expand it,NA,NA,,
2104,15,"However, consistent with medical science as well as the development of common law",premise,logos-pathos,,
2105,15,"and common law courts all across this country, with respect to recovery for emotional injury, it has been expanding",premise,logos,,
2106,15,"With respect to the ability to identify, to measure, to scientifically present and defend the existence of real emotional injury, it has expanded",claim,evaluation-rational,,
2107,15,"So, Your Honor, I",NA,NA,,
2108,15,I believe he's not writing it out of the statute,claim,evaluation-rational,,
2109,15,I think Justice Scalia properly,claim,evaluation-emotional,,
2110,15,he's picking the test which is the most,claim,evaluation-rational,,
2111,15,"the broadest test, which allows him to win in both of these cases",premise,logos,,
2112,15,But it is completely fortuitous,premise,logos-pathos,,
2113,15,"It is overinclusive and underinclusive at the same time, just as a physical impact test",premise,logos,,
2114,15,"If you remember Roscoe Pound, 75 years ago, made the very same point, that it's absolutely fortuitous",claim,interpretation,,
2115,15,if there's a,NA,NA,,
2116,15,if there's a jostling,premise,logos-pathos,,
2117,15,"in the case from Pennsylvania, Zelinsky, an automobile passenger in an absolute bump in a parking lot, who is jostled, is then able to collect for",premise,logos,,
2118,15,for a full range of emotional injury,premise,logos-pathos,,
2119,15,because of the magical coincidence of the cars having touched,premise,logos-pathos,,
2120,15,And there,NA,NA,,
2121,15,there are,claim,interpretation,,
2122,15,"are'a myriad of examples, Justice Kennedy, using it in the Gottshall case, if in fact, Mr",premise,logos,,
2123,15,"Gottshall had fallen on the way to help, then there would have been the contemporaneous physical injury and, magically, he would have fallen within the test",premise,logos-pathos,,
2124,15,"I have to,",NA,NA,,
2125,15,"because I represent Alan Carlisle, make another point",claim,interpretation,,
2126,15,"The congressional history, the House of Representatives, with respect to the Boiler Inspection Act, also indicated that their intention was not only to protect and place the human overhead that the railroad consumed in its wake on its employees on the railroad, it also indicated that a purpose was to protect us, the public",premise,logos-pathos,,
2127,15,And this is where Alan Carlisle comes in,premise,logos,,
2128,15,Because Alan Carlisle is in the operations aspect of a dynamic transportation injury,claim,evaluation-rational,,
2129,15,industry,claim,evaluation-rational,,
2130,15,"the movement of hazardous materials that involve catastrophe that would, in fact, compromise entire communities",premise,logos,,
2131,15,My client's stress was not fear for himself,premise,logos-pathos,,
2132,15,"My client's stress was fear for whole communities; that he was being asked to make moment-to-moment decisions about catastrophe with inadequate, outdated commit",premise,logos-pathos,,
2133,15,"equipment, which was proven by a Government study of the exact office and the exact defendant at the very same time, which they ignored",premise,logos,,
2134,15,"Are we, as a court, to ignore the stress and inevitable bodily consequences on an employee in a",premise,logos-pathos,,
2135,15,air traffic controllers,premise,logos,,
2136,15,that's the analogous,claim,interpretation,,
2137,15,the analogous position that my client would be in if he was in the airline industry,premise,logos-pathos,,
2138,15,They work 20 minutes and then,premise,pathos,,
2139,15,then take a break,claim,evaluation-emotional,,
2140,15,"My client worked 15 and 16 hours a day, 16 days in a row under abusive supervisors, with no visual assistance",premise,logos-pathos,,
2141,15,And his concerns were that he was going to kill somebody,premise,logos-pathos,,
2142,15,"not only that he was going to kill somebody,",claim,interpretation,,
2143,15,"but that he was going to see his face on the front page not of the ""Philadelphia Daily News"",",NA,NA,,
2144,15,"but of the ""London Times"",",NA,NA,,
2145,15,because his,NA,NA,,
2146,15,his mistake could compromise an entire community,premise,logos-pathos,,
2147,15,because of the hazardous material,premise,logos-pathos,,
2148,15,Let me move just a second to my closing remarks,premise,logos-pathos,,
2149,15,"We cannot use 18th and 19th century crutches, such as the physical impact rule, to resolve 20th and 21st century work place problems",premise,logos,,
2150,15,"In Dalbert, this Court",premise,logos-pathos,,
2151,15,and it's actually the test in the Third Circuit,NA,NA,,
2152,15,"that the scientific validity of the medical evidence in emotional duress test cases, the gatekeeping function of",claim,evaluation-rational,,
2153,15,of the Federal court judges can in fact identify the reliability of that validity,premise,logos,,
2154,15,"And if in fact it meets that test, then those",NA,NA,,
2155,15,"that expert testimony, which in both these cases, the injuries are supported with, substantiated by medical expert testimony, in my case, liability",premise,logos,,
2156,15,"that is, that a reasonable person under the same circumstances, normally constituted, would have suffered the same or similar injuries, by Dr",NA,NA,,
2157,15,"Paul Rouech, who is in fact a consultant for the Centers for Disease Control in Atlanta, found",NA,NA,,
2158,15,was the expert on liability in the Carlisle case,premise,logos,,
2159,15,"I am asking this Court to affirm the decisions below, and affirm our confidence and our commitment, and reject, and not be counseled by the fears that Conrail would like to in fact share with us, and affirm our belief in the working ability of American juries and of the adversary system to find the truth and to compensate the meritorious case, which was in fact both the text and the legislative history",claim,evaluation-rational,,
2160,15,Thank you very much,NA,NA,,
2161,16,"Thank you, Mr",NA,NA,,
2162,16,"Chief Justice, and may it please the Court: I'd like to address the questions that Justice Ginsburg and Justice Breyer raised about the effectiveness of section 1981 if there is no right to bring an action for retaliation",NA,NA,,
2163,16,Section 1981 doesn't provide any specific remedies or any type of enforcement mechanism,claim,evaluation-rational,,
2164,16,It can only be enforced through a private lawsuit,premise,logos,,
2165,16,Petitioner's basically asking this Court to allow an employer to be able to fire an employee who brought a private lawsuit to enforce his section 1981 rights,premise,pathos,,
